Variable Name,context,Item_content,Responses,Domain,Sub-Domain,min_response,max_response,order
SRPSAT28,In the past 7 days,I wish I could invite relatives into my home more often,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT29,In the past 7 days,I am bothered by limitations in my regular activities with friends,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT30,In the past 7 days,I am disappointed in my ability to do regular personal and household responsibilities,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT31,In the past 7 days,I am disappointed in my ability to socialize with my family,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT32,In the past 7 days,I wish I could visit my friends more often,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT33,In the past 7 days,I am satisfied with my ability to do things for fun outside my home,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT34,In the past 7 days,I feel good about my ability to do things for my friends,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT35,In the past 7 days,The quality of my work is as good as I want it to be (include work at home),1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT36,In the past 7 days,I am happy with how much I do for my friends,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT37,In the past 7 days,I am satisfied with the amount of time I spend visiting friends,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT38,In the past 7 days,I am satisfied with the amount of time I spend performing my daily routines,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT39,In the past 7 days,I am satisfied with my ability to do household chores/tasks,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT40,In the past 7 days,I am bothered by limitations in performing my daily routines,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT41,In the past 7 days,I wish I could do more social activities with groups of people,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT42,In the past 7 days,I am disappointed in my ability to do things for my friends,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT43,In the past 7 days,I am disappointed in my ability to keep in touch with others,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT44,In the past 7 days,I am bothered by limitations in my hobbies or leisure activities,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT45,In the past 7 days,I am disappointed in my ability to meet the needs of my family,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT46,In the past 7 days,I am disappointed in my ability to meet the needs of my friends,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT47,In the past 7 days,I am satisfied with my ability to do regular personal and household responsibilities,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT48,In the past 7 days,"I am satisfied with my ability to do things for fun at home (like reading, listening to music, etc.)",1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT49,In the past 7 days,I am satisfied with my ability to perform my daily routines,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT50,In the past 7 days,I am satisfied with my ability to meet the needs of those who depend on me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT51,In the past 7 days,I am satisfied with my ability to run errands,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT52,In the past 7 days,I am satisfied with my ability to do all of the leisure activities that are really important to me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT53,In the past 7 days,I feel that others are disappointed in my ability to do community activities,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT54,In the past 7 days,I am bothered if I have to depend on my friends for help,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT55,In the past 7 days,I am disappointed in my ability to perform my daily routines,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
SRPSAT56,In the past 7 days,I feel that my friends are disappointed in my ability to socialize with them,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items,1,5,0.0
MASQ1,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt afraid,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ2,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had diarrhea,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ3,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt nervous,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ4,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt uneasy,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ5,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had a lump in my throat,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ6,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had an upset stomach,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ7,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.","Felt keyed up, ""on edge""",1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ8,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Was unable to relax,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ9,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt nauseous,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ10,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.","Felt tense or ""high-strung""",1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
MASQ11,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Muscles were tense or sore,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety,1,5,0.0
CESD1,Select the statement which best describes how often you felt or behaved this way during the past week.,I was bothered by things that usually don't bother me.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD3,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that I could not shake off the blues even with help from my family or friends.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD4,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that I was just as good as other people.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD5,Select the statement which best describes how often you felt or behaved this way during the past week.,I had trouble keeping my mind on what I was doing.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD6,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt depressed.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD7,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that everything I did was an effort.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD8,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt hopeful about the future.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD9,Select the statement which best describes how often you felt or behaved this way during the past week.,I thought my life had been a failure.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD10,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt fearful.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD11,Select the statement which best describes how often you felt or behaved this way during the past week.,My sleep was restless.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD12,Select the statement which best describes how often you felt or behaved this way during the past week.,I was happy.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD13,Select the statement which best describes how often you felt or behaved this way during the past week.,I talked less than usual.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD14,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt lonely.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD15,Select the statement which best describes how often you felt or behaved this way during the past week.,People were unfriendly.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD16,Select the statement which best describes how often you felt or behaved this way during the past week.,I enjoyed life.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD17,Select the statement which best describes how often you felt or behaved this way during the past week.,I had crying spells.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD18,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt sad.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD19,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that people disliked me.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
CESD20,Select the statement which best describes how often you felt or behaved this way during the past week.,"I could not get ""going.""",0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression,0,3,0.0
MH01,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you been very nervous?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety,1,5,0.0
MH02,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt so down in the dumps that nothing could cheer you up?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety,1,5,0.0
MH03,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt calm and peaceful?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety,1,5,0.0
MH04,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt downhearted and depressed?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety,1,5,0.0
MH05,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you been happy?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety,1,5,0.0
AQ1,Indicate how uncharacteristic or characteristic the following statement is in describing you.,Some of my friends think I am a hothead.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ2,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I tell my friends openly when I disagree with them.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ3,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I can't help getting into arguments when people disagree with me.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ4,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I am an even-tempered person.,5 = Extremely uncharacteristic of me 4 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 2 = Somewhat characteristic of me 1 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ5,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I flare up quickly but get over it quickly.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ6,Indicate how uncharacteristic or characteristic the following statement is in describing you.,"When people annoy me, I may tell them what I think of them.",1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ7,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I have trouble controlling my temper.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ8,Indicate how uncharacteristic or characteristic the following statement is in describing you.,"When frustrated, I let my irritation show.",1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ9,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I often find myself disagreeing with people.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ10,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I sometimes feel like a powder keg ready to explode.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ11,Indicate how uncharacteristic or characteristic the following statement is in describing you.,My friends say that I'm somewhat argumentative.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AQ12,Indicate how uncharacteristic or characteristic the following statement is in describing you.,Sometimes I fly off the handle for no good reason.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression,1,5,0.0
AUDIT1, ,How often do you have a drink containing alcohol?,0 = Never 1 = Monthly or less 2 = 2-4 times a month 3 = 2-3 times a week 4 = 4 or more times a week,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT2, ,How many drinks containing alcohol do you have on a typical day when you are drinking?,0 = 1-2 1 = 3-4 2 = 5-6 3 = 7-9 4 = 10 or more,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT3, ,How often do you have six or more drinks on one occasion?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT4, ,How often during the last year have you found that you were not able to stop drinking once you had started?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT5, ,How often during the last year have you failed to do what was normally expected from you because of drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT6, ,How often during the last year have you needed a first drink in the morning to get yourself going after a heavy drinking session?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT7, ,How often during the last year have you had a feeling of guilt or remorse after drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT8, ,How often during the last year have you been unable to remember what happened the night before because you had been drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse,0,4,0.0
AUDIT9, ,Have you or someone else been injured as a result of your drinking?,"0 = No 2 = Yes, but not in the last year 4 = Yes, during the last year",Emotional Distress,Substance Abuse,0,4,0.0
AUDIT10, ,Has a relative or friend or a doctor or another health worker been concerned about your drinking or suggested you cut down?,"0 = No 2 = Yes, but not in the last year 4 = Yes, during the last year",Emotional Distress,Substance Abuse,0,4,0.0
HAQ1a,Over the past week,Are you able to dress yourself including tying shoelaces & doing buttons?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ1b,Over the past week,Are you able to shampoo your hair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ2a,Over the past week,Are you able to stand up from a straight chair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ2b,Over the past week,Are you able to get in and out of bed?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ3a,Over the past week,Are you able to cut your own meat?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ3b,Over the past week,Are you able to lift a full cup or glass to your mouth?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ3c,Over the past week,Are you able to open a new milk carton?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ4a,Over the past week,Are you able to walk outdoors on flat ground?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ4b,Over the past week,Are you able to climb up five steps?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ5a,Over the past week,Are you able to wash and dry your body?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ5b,Over the past week,Are you able to take a tub bath?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ5c,Over the past week,Are you able to get on and off the toilet?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ6a,Over the past week,Are you able to reach and get down a 5 pound object from above your head?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ6b,Over the past week,Are you able to bend down and pick up clothing from the floor?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ7a,Over the past week,Are you able to open car doors?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ7b,Over the past week,Are you able to open previously opened jars?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ7c,Over the past week,Are you able to turn faucets on and off?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ8a,Over the past week,Are you able to run errands and shop?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ8b,Over the past week,Are you able to get in and out of a car?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ8c,Over the past week,Are you able to do chores such as vacuuming or yard work?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III",0,3,0.0
HAQ9, ,"To get dressed, do you usually need a buttonhook, zipper pull or other gadget, or require help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III",0,1,0.0
HAQ10, ,"To stand up from a sitting position, do you usually need a special chair, a raised toilet seat, or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III",0,1,0.0
HAQ11, ,"To walk, do you usually need a cane, crutches, walker, wheelchair, or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III",0,1,0.0
HAQ12, ,"To reach something, do you usually use long-handled appliances or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III",0,1,0.0
PF01,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","<U>Vigorous activities</U>, such as running, lifting heavy objects, participating in strenuous sports","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF02,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","<U>Moderate activities</U>, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF03,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Lifting or carrying groceries,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF04,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Climbing <U>several</U> flights of stairs,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF05,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Climbing <U>one</U> flight of stairs,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF06,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","Bending, kneeling, or stooping","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF07,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>more than a mile</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF08,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>several hundred yards</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
PF09,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>one hundred yards</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II,1,3,0.0
