Variable Name,context,Item_content,Responses,Domain,Sub-Domain
SRPSAT47,In the past 7 days,I am satisfied with my ability to do regular personal and household responsibilities,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT48,In the past 7 days,"I am satisfied with my ability to do things for fun at home (like reading, listening to music, etc.)",1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT49,In the past 7 days,I am satisfied with my ability to perform my daily routines,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT50,In the past 7 days,I am satisfied with my ability to meet the needs of those who depend on me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT51,In the past 7 days,I am satisfied with my ability to run errands,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT52,In the past 7 days,I am satisfied with my ability to do all of the leisure activities that are really important to me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Social Role,Satisfaction Items
SRPSAT53,In the past 7 days,I feel that others are disappointed in my ability to do community activities,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
SRPSAT54,In the past 7 days,I am bothered if I have to depend on my friends for help,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
SRPSAT55,In the past 7 days,I am disappointed in my ability to perform my daily routines,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
SRPSAT56,In the past 7 days,I feel that my friends are disappointed in my ability to socialize with them,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
MASQ1,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt afraid,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ2,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had diarrhea,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ3,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt nervous,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ4,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt uneasy,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ5,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had a lump in my throat,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ6,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Had an upset stomach,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ7,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.","Felt keyed up, ""on edge""",1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ8,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Was unable to relax,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ9,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Felt nauseous,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ10,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.","Felt tense or ""high-strung""",1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
MASQ11,"Select the choice that best describes how much you have felt or experienced things this way during the past week, including today.",Muscles were tense or sore,1 = Not at all 2 = A little 3 = Moderately 4 = Quite a bit 5 = Extremely,Emotional Distress,Anxiety
CESD1,Select the statement which best describes how often you felt or behaved this way during the past week.,I was bothered by things that usually don't bother me.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD2,Select the statement which best describes how often you felt or behaved this way during the past week.,I did not feel like eating,my appetite was poor.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress
CESD3,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that I could not shake off the blues even with help from my family or friends.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD4,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that I was just as good as other people.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD5,Select the statement which best describes how often you felt or behaved this way during the past week.,I had trouble keeping my mind on what I was doing.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD6,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt depressed.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD7,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that everything I did was an effort.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD8,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt hopeful about the future.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD9,Select the statement which best describes how often you felt or behaved this way during the past week.,I thought my life had been a failure.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD10,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt fearful.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD11,Select the statement which best describes how often you felt or behaved this way during the past week.,My sleep was restless.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD12,Select the statement which best describes how often you felt or behaved this way during the past week.,I was happy.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD13,Select the statement which best describes how often you felt or behaved this way during the past week.,I talked less than usual.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD14,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt lonely.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD15,Select the statement which best describes how often you felt or behaved this way during the past week.,People were unfriendly.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD16,Select the statement which best describes how often you felt or behaved this way during the past week.,I enjoyed life.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD17,Select the statement which best describes how often you felt or behaved this way during the past week.,I had crying spells.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD18,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt sad.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD19,Select the statement which best describes how often you felt or behaved this way during the past week.,I felt that people disliked me.,0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
CESD20,Select the statement which best describes how often you felt or behaved this way during the past week.,"I could not get ""going.""",0 = Rarely or none of the time (Less than 1 day) 1 = Some or a little of the time (1-2 days) 2 = Occasionally or a moderate amount of time (3-4 days) 3 = Most or all of the time (5-7 days),Emotional Distress,Depression
MH01,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you been very nervous?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety
MH02,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt so down in the dumps that nothing could cheer you up?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety
MH03,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt calm and peaceful?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety
MH04,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you felt downhearted and depressed?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety
MH05,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",have you been happy?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Emotional Distress,Anxiety
AQ1,Indicate how uncharacteristic or characteristic the following statement is in describing you.,Some of my friends think I am a hothead.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ2,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I tell my friends openly when I disagree with them.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ3,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I can't help getting into arguments when people disagree with me.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ4,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I am an even-tempered person.,5 = Extremely uncharacteristic of me 4 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 2 = Somewhat characteristic of me 1 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ5,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I flare up quickly but get over it quickly.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ6,Indicate how uncharacteristic or characteristic the following statement is in describing you.,"When people annoy me, I may tell them what I think of them.",1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ7,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I have trouble controlling my temper.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ8,Indicate how uncharacteristic or characteristic the following statement is in describing you.,"When frustrated, I let my irritation show.",1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ9,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I often find myself disagreeing with people.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ10,Indicate how uncharacteristic or characteristic the following statement is in describing you.,I sometimes feel like a powder keg ready to explode.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ11,Indicate how uncharacteristic or characteristic the following statement is in describing you.,My friends say that I'm somewhat argumentative.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AQ12,Indicate how uncharacteristic or characteristic the following statement is in describing you.,Sometimes I fly off the handle for no good reason.,1 = Extremely uncharacteristic of me 2 = Somewhat uncharacteristic of me 3 = Neither uncharacteristic nor characteristic of me 4 = Somewhat characteristic of me 5 = Extremely characteristic of me,Emotional Distress,Anger/ Aggression
AUDIT1, ,How often do you have a drink containing alcohol?,0 = Never 1 = Monthly or less 2 = 2-4 times a month 3 = 2-3 times a week 4 = 4 or more times a week,Emotional Distress,Substance Abuse
AUDIT2, ,How many drinks containing alcohol do you have on a typical day when you are drinking?,0 = 1-2 1 = 3-4 2 = 5-6 3 = 7-9 4 = 10 or more,Emotional Distress,Substance Abuse
AUDIT3, ,How often do you have six or more drinks on one occasion?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT4, ,How often during the last year have you found that you were not able to stop drinking once you had started?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT5, ,How often during the last year have you failed to do what was normally expected from you because of drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT6, ,How often during the last year have you needed a first drink in the morning to get yourself going after a heavy drinking session?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT7, ,How often during the last year have you had a feeling of guilt or remorse after drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT8, ,How often during the last year have you been unable to remember what happened the night before because you had been drinking?,0 = Never 1 = < Monthly 2 = Monthly 3 = Weekly 4 = Daily or almost daily,Emotional Distress,Substance Abuse
AUDIT9, ,Have you or someone else been injured as a result of your drinking?,"0 = No 2 = Yes, but not in the last year 4 = Yes, during the last year",Emotional Distress,Substance Abuse
AUDIT10, ,Has a relative or friend or a doctor or another health worker been concerned about your drinking or suggested you cut down?,"0 = No 2 = Yes, but not in the last year 4 = Yes, during the last year",Emotional Distress,Substance Abuse
HAQ1a,Over the past week,Are you able to dress yourself including tying shoelaces & doing buttons?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ1b,Over the past week,Are you able to shampoo your hair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ2a,Over the past week,Are you able to stand up from a straight chair?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ2b,Over the past week,Are you able to get in and out of bed?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3a,Over the past week,Are you able to cut your own meat?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3b,Over the past week,Are you able to lift a full cup or glass to your mouth?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ3c,Over the past week,Are you able to open a new milk carton?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ4a,Over the past week,Are you able to walk outdoors on flat ground?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ4b,Over the past week,Are you able to climb up five steps?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5a,Over the past week,Are you able to wash and dry your body?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5b,Over the past week,Are you able to take a tub bath?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ5c,Over the past week,Are you able to get on and off the toilet?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ6a,Over the past week,Are you able to reach and get down a 5 pound object from above your head?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ6b,Over the past week,Are you able to bend down and pick up clothing from the floor?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7a,Over the past week,Are you able to open car doors?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7b,Over the past week,Are you able to open previously opened jars?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ7c,Over the past week,Are you able to turn faucets on and off?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8a,Over the past week,Are you able to run errands and shop?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8b,Over the past week,Are you able to get in and out of a car?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ8c,Over the past week,Are you able to do chores such as vacuuming or yard work?,0 = Without any difficulty 1 = With some difficulty 2 = With much difficulty 3 = Unable to do,Physical Function,"Part I, Part III"
HAQ9, ,"To get dressed, do you usually need a buttonhook, zipper pull or other gadget, or require help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
HAQ10, ,"To stand up from a sitting position, do you usually need a special chair, a raised toilet seat, or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
HAQ11, ,"To walk, do you usually need a cane, crutches, walker, wheelchair, or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
HAQ12, ,"To reach something, do you usually use long-handled appliances or help from another person?",1 = Yes 0 = No,Physical Function,"Part I, Part III"
PF01,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","<U>Vigorous activities</U>, such as running, lifting heavy objects, participating in strenuous sports","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF02,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","<U>Moderate activities</U>, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF03,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Lifting or carrying groceries,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF04,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Climbing <U>several</U> flights of stairs,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF05,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Climbing <U>one</U> flight of stairs,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF06,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?","Bending, kneeling, or stooping","1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF07,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>more than a mile</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF08,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>several hundred yards</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF09,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Walking <U>one hundred yards</U>,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
PF10,"The following questions are about activities you might do during a typical day.  Does <U>your health now limit you</U> in these activities?  If so, how much?",Bathing or dressing yourself,"1 = Yes, limited a lot 2 = Yes, limited a little 3 = No, not limited at all",Physical Function,Part II
HI7,During the past 7 days:,I feel fatigued,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
HI12,During the past 7 days:,I feel weak all over,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An1,During the past 7 days:,"I feel listless (""washed out"")",0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An2,During the past 7 days:,I feel tired,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An3,During the past 7 days:,I have trouble <U>starting</U> things because I am tired,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An4,During the past 7 days:,I have trouble <U>finishing</U> things because I am tired,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An5,During the past 7 days:,I have energy,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An7,During the past 7 days:,I am able to do my usual activities,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An8,During the past 7 days:,I need to sleep during the day,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An12,During the past 7 days:,I am too tired to eat,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An14,During the past 7 days:,I need help doing my usual activities,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An15,During the past 7 days:,I am frustrated by being too tired to do the things I want to do,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
An16,During the past 7 days:,I have to limit my social activity because I am tired,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Fatigue,Extent/Severity
VT01,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",did you feel full of life?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Fatigue,Quality
VT02,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",did you have a lot of energy?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Fatigue,Quality
VT03,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",did you feel worn out?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Fatigue,Quality
VT04,"These questions are about how you feel and how things have been with you <U>during the past week</U>.  For each question, please give the one answer that comes closest to the way you have been feeling.  How much of the time during the <U>past week</U>…",did you feel tired?,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Fatigue,Quality
gf1,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",I am able to work (include work at home),0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
gf2,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",My work (include work at home) is fulfilling,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
gf3,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",I am able to enjoy life,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
gf5,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",I am sleeping well,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
gf6,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",I am enjoying the things I usually do for fun,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
gf7,"(FACT-GP)
Please indicate how true each statement has been for you <U>during the past 7 days.</U>",I am content with the quality of my life right now,0 = Not at all 1 = A little bit 2 = Somewhat 3 = Quite a bit 4 = Very much,Social Role,Participation
rp01,"(SF-36v2 acute)
During the <U>past week</U>, how much of the time have you had any of the following problems with your work or other regular daily activities <U>as a result of your physical health</U>?",Cut down on the <U>amount of time</U> you spent on work or other activities,1 = All of the time 2 = Most of the time 3 = Some of the time 4 = A little of the time 5 = None of the time,Social Role,Participation
